24.75129	68.48613
23.83564	68.56987
22.92492	68.64840
22.01941	68.72144
21.11938	68.78872
20.22511	68.84996
19.33688	68.90490
18.45496	68.95327
17.57960	68.99483
16.71105	69.02934
15.84955	69.05656
14.99535	69.07627
14.14865	69.08826
13.30967	69.09234
12.47861	69.08831
11.65565	69.07599
10.84098	69.05524
10.03475	69.02589
09.23710	68.98782
08.44819	68.94090
07.66812	68.88502
06.89701	68.82009
06.13496	68.74601
05.38205	68.66273
04.63835	68.57017
03.90392	68.46829
03.17881	68.35706
02.46306	68.23645
01.75668	68.10644
01.05970	67.96704
00.37211	67.81825
-00.30609	67.66009
-00.97491	67.49258
-01.63438	67.31575
-02.28455	67.12965
-02.92544	66.93434
-03.55711	66.72986
-04.17962	66.51629
-04.79303	66.29369
-05.39742	66.06216
-05.99287	65.82176
-06.57946	65.57260
-07.15729	65.31477
-07.72644	65.04837
-08.28704	64.77352
-08.83917	64.49032
-09.38296	64.19891
-09.91853	63.89939
-10.44600	63.59190
-10.96550	63.27657
-11.47716	62.95354
-11.98112	62.62296
-12.47752	62.28498
-12.96652	61.93973
-13.44827	61.58740
-13.92292	61.22813
-14.39064	60.86210
-14.85159	60.48948
-15.30596	60.11045
-15.75392	59.72520
-16.19565	59.33391
-16.63135	58.93679
-17.06122	58.53405
-17.48546	58.12588
-17.90428	57.71251
-18.31790	57.29417
-18.72655	56.87108
-19.13045	56.44349
-19.52984	56.01165
-19.92498	55.57580
-20.31612	55.13621
-20.70352	54.69316
-21.08746	54.24692
-21.46820	53.79777
-21.84605	53.34602
-22.22128	52.89195
-22.38511	52.43586
-22.22067	51.97777
-22.05568	51.51764
-21.89015	51.05545
-21.72406	50.59116
-21.55740	50.12472
-21.39016	49.65612
-21.22233	49.18530
-21.05390	48.71222
-20.88486	48.23686
-20.71520	47.75916
-20.54490	47.27908
-20.37394	46.79658
-20.20232	46.31162
-20.03005	45.82414
-19.85708	45.33410
-19.68339	44.84145
-19.50900	44.34614
-19.33388	43.84812
-19.15801	43.34732
-18.98139	42.84371
-18.80396	42.33721
-18.62574	41.82776
-18.44671	41.31532
-18.26684	40.79981
-18.08612	40.28116
-17.90453	39.75931
-17.72204	39.23419
-17.53863	38.70573
-17.35429	38.17385
-17.16898	37.63847
-16.98272	37.09951
-16.79542	36.55689
-16.60707	36.01052
-16.41768	35.46031
-16.22720	34.90617
-16.03561	34.34800
-15.84287	33.78570
-15.64895	33.21916
-15.45383	32.64829
-15.25746	32.07295
-15.05981	31.49305
-14.86086	30.90845
-14.66058	30.31903
-14.45889	29.72466
-14.25578	29.12520
-14.05121	28.52050
-13.84514	27.91042
-13.63751	27.29481
-13.42830	26.67349
-13.21745	26.04631
-13.00491	25.41308
-12.79065	24.77363
-12.57462	24.12775
-12.35677	23.47525
-12.13705	22.81593
-11.91543	22.14955
-11.69187	21.47590
-11.46633	20.79474
-11.23878	20.10581
-11.00921	19.40886
-10.77761	18.70360
-10.54403	17.99085
-10.30882	17.27191
-10.07261	16.54678
-09.83564	15.81552
-09.59820	15.07822
-09.36073	14.33501
-09.12383	13.58609
-08.88829	12.83172
-08.65519	12.07227
-08.42608	11.30817
-08.20308	10.54000
-07.98916	09.76844
-07.78839	08.99434
-07.60586	08.21870
-07.44718	07.44267
-07.31641	06.66762
-07.21442	05.89521
-07.14049	05.12745
-07.09337	04.36699
-07.07160	03.61741
-07.07347	02.88366
-07.09687	02.17279
-07.13913	01.49453
-07.19677	00.86081
-07.26535	00.28040
-07.34022	-00.25605
