00.00000	00.00000
03.95283	00.45435
07.45091	00.96276
07.53754	01.42871
07.62390	01.85495
07.70857	02.24999
07.79174	02.62113
07.87390	02.97368
07.95546	03.31145
08.03672	03.63723
08.11794	03.95306
08.19927	04.26051
08.28084	04.56078
08.36276	04.85482
08.44507	05.14339
08.52783	05.42711
08.61105	05.70648
08.69477	05.98192
08.77900	06.25378
08.86373	06.52236
08.94897	06.78791
09.03472	07.05065
09.12097	07.31077
09.20770	07.56843
09.29491	07.82377
09.38258	08.07691
09.47070	08.32798
09.55925	08.57706
09.64822	08.82425
09.73760	09.06962
09.82735	09.31325
09.91748	09.55519
10.00798	09.79551
10.09880	10.03425
10.18993	10.27148
10.28136	10.50722
10.37308	10.74153
10.46508	10.97443
10.55733	11.20597
10.64982	11.43618
10.74254	11.66508
10.83547	11.89271
10.92862	12.11908
11.02190	12.34423
11.11539	12.56818
11.20904	12.79095
11.30284	13.01256
11.39677	13.23304
11.49083	13.45239
11.58500	13.67064
11.67927	13.88781
11.77362	14.10390
11.86808	14.31895
11.96260	14.53296
12.05718	14.74595
12.15182	14.95792
12.24651	15.16891
12.34123	15.37891
12.43599	15.58794
12.53076	15.79602
12.62556	16.00315
12.72037	16.20935
12.81518	16.41462
12.90998	16.61899
13.00479	16.82246
13.09954	17.02504
13.19430	17.22674
13.28904	17.42757
13.38375	17.62754
13.47842	17.82666
13.57306	18.02495
13.66766	18.22240
13.76220	18.41903
13.85667	18.61485
13.95110	18.80986
14.04547	19.00408
14.13978	19.19752
14.23401	19.39080
14.32851	19.58396
14.42322	19.77698
14.51817	19.96984
14.61335	20.16255
14.70876	20.35509
14.80437	20.54745
14.90019	20.73962
14.99618	20.93160
15.09239	21.12338
15.18876	21.31495
15.28530	21.50631
15.38201	21.69744
15.47888	21.88835
15.57590	22.07902
15.67307	22.26946
15.77038	22.45965
15.86782	22.64959
15.96542	22.83928
16.06310	23.02871
16.16091	23.21788
16.25883	23.40678
16.35686	23.59541
16.45500	23.78377
16.55323	23.97185
16.65156	24.15965
16.74997	24.34717
16.84847	24.53440
16.94705	24.72134
17.04571	24.90800
17.14444	25.09436
17.24323	25.28042
17.34209	25.46619
17.44102	25.65166
17.54000	25.83684
17.63904	26.02170
17.73813	26.20627
17.83727	26.39053
17.93646	26.57449
18.03569	26.75814
18.13497	26.94148
18.23424	27.12451
18.33359	27.30724
18.43296	27.48965
18.53237	27.67176
18.63180	27.85356
18.73126	28.03504
18.83074	28.21621
18.93024	28.39707
19.02976	28.57763
19.12930	28.75786
19.22885	28.93779
19.32842	29.11741
19.42800	29.29671
19.52758	29.47571
19.62718	29.65439
19.72678	29.83276
19.82639	30.01082
19.92600	30.18858
20.02561	30.36602
20.12522	30.54315
20.22483	30.71998
20.32444	30.89650
20.42405	31.07271
20.52365	31.24862
20.62324	31.42421
20.72283	31.59951
20.82241	31.77450
20.92198	31.94919
21.02155	32.12357
21.12111	32.29765
21.22065	32.47143
21.32019	32.64491
21.41970	32.81810
21.51921	32.99098
21.61869	33.16357
21.71817	33.33586
21.81762	33.50785
21.91706	33.67955
22.01649	33.85096
22.11589	34.02208
22.21527	34.19290
22.31464	34.36344
22.41398	34.53368
22.51331	34.70364
22.61261	34.87331
22.71189	35.04270
22.81115	35.21180
22.91039	35.38062
23.00961	35.54915
23.10880	35.71741
23.20796	35.88539
23.30711	36.05308
23.40622	36.22050
23.50532	36.38765
23.60439	36.55452
23.70343	36.72111
23.80245	36.88743
23.90144	37.05348
24.00040	37.21926
24.09934	37.38478
24.19825	37.55002
24.29714	37.71500
24.39600	37.87971
24.49482	38.04416
24.59362	38.20835
24.69240	38.37227
24.79114	38.53593
24.88986	38.69934
24.98854	38.86249
25.08720	39.02538
25.18583	39.18801
25.28443	39.35039
25.38300	39.51252
25.48155	39.67440
25.58009	39.83602
25.67858	39.99740
25.77704	40.15853
25.87546	40.31941
25.97386	40.48005
26.07223	40.64044
26.17057	40.80058
26.26888	40.96049
26.36716	41.12016
26.46541	41.27958
26.56363	41.43877
26.66183	41.59772
26.75999	41.75643
26.85812	41.91491
26.95623	42.07316
27.05431	42.23117
27.15235	42.38895
27.25037	42.54650
27.34836	42.70383
27.44629	42.86092
27.54422	43.01779
27.64212	43.17443
27.73999	43.33085
27.83783	43.48704
27.93564	43.64301
28.03342	43.79877
28.13118	43.95430
28.22890	44.10961
28.32660	44.26471
28.42423	44.41958
28.52187	44.57425
28.61947	44.72870
28.71705	44.88293
28.81460	45.03696
28.91212	45.19077
29.00961	45.34437
29.10707	45.49776
29.20450	45.65095
29.30190	45.80393
29.39927	45.95670
29.49662	46.10927
29.59393	46.26163
29.69122	46.41380
29.78848	46.56576
29.88571	46.71752
29.98291	46.86908
30.08009	47.02044
30.17722	47.17160
30.27434	47.32257
30.37146	47.47334
30.46852	47.62392
30.56556	47.77431
30.66254	47.92450
30.75952	48.07450
30.85648	48.22431
30.95341	48.37393
31.05032	48.52336
31.14716	48.67261
31.24400	48.82166
31.34085	48.97053
31.43764	49.11922
31.53440	49.26772
31.63113	49.41604
31.72784	49.56418
31.82452	49.71214
31.92117	49.85992
32.01779	50.00751
32.11439	50.15493
32.21100	50.30217
32.30754	50.44924
32.40406	50.59613
32.50056	50.74284
32.59703	50.88938
32.69348	51.03575
32.78990	51.18194
32.88629	51.32797
32.98266	51.47382
33.07901	51.61950
33.17533	51.76502
33.27162	51.91036
33.36789	52.05554
33.46413	52.20055
33.56035	52.34540
33.65654	52.49008
33.75271	52.63460
33.84885	52.77896
33.94497	52.92315
34.04106	53.06718
34.13713	53.21105
34.23317	53.35477
34.32919	53.49832
34.42518	53.64171
34.52115	53.78495
34.61710	53.92803
34.71301	54.07095
34.80893	54.21372
34.90479	54.35633
35.00063	54.49879
35.09646	54.64110
35.19226	54.78326
35.28804	54.92526
35.38380	55.06711
35.47952	55.20881
35.57522	55.35037
35.67093	55.49177
35.76659	55.63303
35.86222	55.77414
35.95783	55.91510
36.05342	56.05592
36.14899	56.19659
36.24453	56.33712
36.34005	56.47750
36.43555	56.61774
36.53102	56.75784
36.39093	56.89779
36.25097	57.03758
36.11118	57.17721
35.97156	57.31665
35.83212	57.45590
35.69287	57.59495
35.55382	57.73378
35.41498	57.87239
35.27637	58.01077
35.13799	58.14890
34.99986	58.28678
34.86199	58.42438
34.72438	58.56171
34.58705	58.69876
34.45001	58.83550
34.31327	58.97193
34.17683	59.10805
34.04071	59.24384
33.90493	59.37928
33.76948	59.51438
33.63438	59.64912
33.49964	59.78349
33.36527	59.91748
33.23128	60.05109
33.09768	60.18429
32.96447	60.31709
32.83167	60.44948
32.69929	60.58143
32.56733	60.71296
32.43581	60.84404
32.30472	60.97467
32.17409	61.10484
32.04392	61.23455
31.91422	61.36377
31.78499	61.49252
31.65625	61.62077
31.52800	61.74852
31.40024	61.87577
31.27300	62.00250
31.14627	62.12870
31.02006	62.25438
30.89438	62.37953
30.76924	62.50413
30.64464	62.62818
30.52058	62.75168
30.39709	62.87461
30.27415	62.99698
30.15178	63.11878
30.02999	63.23999
29.90877	63.36062
29.78814	63.48067
29.66810	63.60011
29.54865	63.71896
29.42980	63.83720
29.31156	63.95483
29.19393	64.07185
29.07691	64.18825
28.96051	64.30403
28.84473	64.41918
28.72958	64.53371
28.61506	64.64759
28.50117	64.76085
28.38792	64.87346
28.27531	64.98542
28.16334	65.09675
28.05202	65.20742
27.94135	65.31744
27.83133	65.42681
27.72196	65.53552
27.61325	65.64357
27.50520	65.75096
27.39781	65.85769
27.29108	65.96375
27.18501	66.06915
27.07961	66.17388
26.97488	66.27795
26.87082	66.38134
26.76742	66.48407
26.66470	66.58612
26.56265	66.68750
26.46126	66.78821
26.36055	66.88825
26.26052	66.98761
26.16115	67.08630
26.06246	67.18432
25.96445	67.28166
25.86710	67.37833
25.77043	67.47433
25.67443	67.56966
25.57911	67.66431
25.48445	67.75830
25.39047	67.85161
25.29715	67.94426
25.20451	68.03623
25.11253	68.12754
25.02122	68.21819
